terms,TF,term_no_docs,IDF,Stemmed-words\afan_oromo__stemmed__.txt,weight___Stemmed-words\afan_oromo__stemmed__.txt,Stemmed-words\world_cup__stemmed__.txt,weight___Stemmed-words\world_cup__stemmed__.txt,Stemmed-words\Eclipse_Foundation__stemmed__.txt,weight___Stemmed-words\Eclipse_Foundation__stemmed__.txt,Stemmed-words\computerANDphone__stemmed__.txt,weight___Stemmed-words\computerANDphone__stemmed__.txt,Stemmed-words\computerANDphone__stemmed__.txt,weight___Stemmed-words\computerANDphone__stemmed__.txt,Stemmed-words\About_Ethiopia__sample_1__stemmed__.txt,weight___Stemmed-words\About_Ethiopia__sample_1__stemmed__.txt
foundation;,2,1,1.6094379124341003,0,0.0,0,0.0,2,3.2188758248682006,0,0.0,0,0.0,0,0
protobuf-java-3.19.3.notic,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
suit,2,1,1.6094379124341003,0,0.0,0,0.0,2,3.2188758248682006,0,0.0,0,0.0,0,0
exemplari,5,1,1.6094379124341003,0,0.0,0,0.0,5,8.047189562170502,0,0.0,0,0.0,0,0
entir,5,2,0.9162907318741551,0,0.0,0,0.0,4,3.6651629274966204,0,0.0,0,0.0,1,0.9162907318741551
procur,5,1,1.6094379124341003,0,0.0,0,0.0,5,8.047189562170502,0,0.0,0,0.0,0,0
constru,6,1,1.6094379124341003,0,0.0,0,0.0,6,9.656627474604601,0,0.0,0,0.0,0,0
it:,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
commons-io-2.4.notic,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
authorship,15,1,1.6094379124341003,0,0.0,0,0.0,15,24.141568686511505,0,0.0,0,0.0,0,0
prefer,6,1,1.6094379124341003,0,0.0,0,0.0,6,9.656627474604601,0,0.0,0,0.0,0,0
variant,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
"""you""",6,1,1.6094379124341003,0,0.0,0,0.0,6,9.656627474604601,0,0.0,0,0.0,0,0
greater,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
redistribut,37,2,0.9162907318741551,0,0.0,0,0.0,36,32.98646634746959,0,0.0,0,0.0,1,0.9162907318741551
messag,9,3,0.5108256237659907,0,0.0,0,0.0,1,0.5108256237659907,4,2.043302495063963,4,2.043302495063963,0,0
tort,15,1,1.6094379124341003,0,0.0,0,0.0,15,24.141568686511505,0,0.0,0,0.0,0,0
intact,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
modifications;,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
(execut,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
castl,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
does.>,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
incident,13,1,1.6094379124341003,0,0.0,0,0.0,13,20.922692861643302,0,0.0,0,0.0,0,0
geographic,2,2,0.9162907318741551,0,0.0,0,0.0,1,0.9162907318741551,0,0.0,0,0.0,1,0.9162907318741551
"""license"");",7,1,1.6094379124341003,0,0.0,0,0.0,7,11.266065387038703,0,0.0,0,0.0,0,0
account,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
royalty-fre,13,1,1.6094379124341003,0,0.0,0,0.0,13,20.922692861643302,0,0.0,0,0.0,0,0
“cover,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
(cddl),1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
red,2,2,0.9162907318741551,0,0.0,0,0.0,1,0.9162907318741551,0,0.0,0,0.0,1,0.9162907318741551
"""lesser""",1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
appropri,6,1,1.6094379124341003,0,0.0,0,0.0,6,9.656627474604601,0,0.0,0,0.0,0,0
promin,8,1,1.6094379124341003,0,0.0,0,0.0,8,12.875503299472802,0,0.0,0,0.0,0,0
6.),1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
(b),12,1,1.6094379124341003,0,0.0,0,0.0,12,19.313254949209202,0,0.0,0,0.0,0,0
(compil,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
convent,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
remov,2,1,1.6094379124341003,0,0.0,0,0.0,2,3.2188758248682006,0,0.0,0,0.0,0,0
"library""",10,1,1.6094379124341003,0,0.0,0,0.0,10,16.094379124341003,0,0.0,0,0.0,0,0
non-infring,5,1,1.6094379124341003,0,0.0,0,0.0,5,8.047189562170502,0,0.0,0,0.0,0,0
1.1,2,1,1.6094379124341003,0,0.0,0,0.0,2,3.2188758248682006,0,0.0,0,0.0,0,0
pass,2,1,1.6094379124341003,0,0.0,0,0.0,2,3.2188758248682006,0,0.0,0,0.0,0,0
unrestr,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
j2objc-annotations-1.3.notic,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
reput,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
sign,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
addendum,5,1,1.6094379124341003,0,0.0,0,0.0,5,8.047189562170502,0,0.0,0,0.0,0,0
version),1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
comment,5,1,1.6094379124341003,0,0.0,0,0.0,5,8.047189562170502,0,0.0,0,0.0,0,0
grati,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
"""contribution""",5,1,1.6094379124341003,0,0.0,0,0.0,5,8.047189562170502,0,0.0,0,0.0,0,0
roots.),1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
ow,2,1,1.6094379124341003,0,0.0,0,0.0,2,3.2188758248682006,0,0.0,0,0.0,0,0
txw2-2.3.2.notic,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
6a,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
"""prin",5,1,1.6094379124341003,0,0.0,0,0.0,5,8.047189562170502,0,0.0,0,0.0,0,0
medium,10,2,0.9162907318741551,0,0.0,0,0.0,9,8.246616586867397,0,0.0,0,0.0,1,0.9162907318741551
opt,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
caus,7,1,1.6094379124341003,0,0.0,0,0.0,7,11.266065387038703,0,0.0,0,0.0,0,0
commons-logging-1.2.notic,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
attach,7,1,1.6094379124341003,0,0.0,0,0.0,7,11.266065387038703,0,0.0,0,0.0,0,0
direc,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
/*,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
assert,3,1,1.6094379124341003,0,0.0,0,0.0,3,4.828313737302301,0,0.0,0,0.0,0,0
preser,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
gain,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
holder,15,1,1.6094379124341003,0,0.0,0,0.0,15,24.141568686511505,0,0.0,0,0.0,0,0
unilater,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
exercis,13,1,1.6094379124341003,0,0.0,0,0.0,13,20.922692861643302,0,0.0,0,0.0,0,0
1.2,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
asm-tree-9.2.notic,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
"""object""",5,1,1.6094379124341003,0,0.0,0,0.0,5,8.047189562170502,0,0.0,0,0.0,0,0
februari,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
"disclaimer""",1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
preambl,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
signednessutil.java,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
1.11,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
kotlin-stdlib-jdk7-1.9.0.notic,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
threshold,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
satisfi,3,1,1.6094379124341003,0,0.0,0,0.0,3,4.828313737302301,0,0.0,0,0.0,0,0
clara,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
copi,85,2,0.9162907318741551,0,0.0,0,0.0,84,76.96842147742903,0,0.0,0,0.0,1,0.9162907318741551
expens,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
infrin,8,1,1.6094379124341003,0,0.0,0,0.0,8,12.875503299472802,0,0.0,0,0.0,0,0
inria,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
1.7,3,2,0.9162907318741551,0,0.0,0,0.0,1,0.9162907318741551,0,0.0,0,0.0,2,1.8325814637483102
reproduc,23,1,1.6094379124341003,0,0.0,0,0.0,23,37.01707198598431,0,0.0,0,0.0,0,0
oblig,15,1,1.6094379124341003,0,0.0,0,0.0,15,24.141568686511505,0,0.0,0,0.0,0,0
lawsuit),5,1,1.6094379124341003,0,0.0,0,0.0,5,8.047189562170502,0,0.0,0,0.0,0,0
statu,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
exist,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
(iii),5,1,1.6094379124341003,0,0.0,0,0.0,5,8.047189562170502,0,0.0,0,0.0,0,0
endors,6,2,0.9162907318741551,0,0.0,0,0.0,5,4.5814536593707755,0,0.0,0,0.0,1,0.9162907318741551
thereof);,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
2.2,3,1,1.6094379124341003,0,0.0,0,0.0,3,4.828313737302301,0,0.0,0,0.0,0,0
brackets!),5,1,1.6094379124341003,0,0.0,0,0.0,5,8.047189562170502,0,0.0,0,0.0,0,0
contributor),1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
counterclaim,5,1,1.6094379124341003,0,0.0,0,0.0,5,8.047189562170502,0,0.0,0,0.0,0,0
eclips,3,1,1.6094379124341003,0,0.0,0,0.0,3,4.828313737302301,0,0.0,0,0.0,0,0
(cddl)version,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
(not,2,1,1.6094379124341003,0,0.0,0,0.0,2,3.2188758248682006,0,0.0,0,0.0,0,0
from),5,1,1.6094379124341003,0,0.0,0,0.0,5,8.047189562170502,0,0.0,0,0.0,0,0
grossli,5,1,1.6094379124341003,0,0.0,0,0.0,5,8.047189562170502,0,0.0,0,0.0,0,0
replac,5,1,1.6094379124341003,0,0.0,0,0.0,5,8.047189562170502,0,0.0,0,0.0,0,0
smali/baksmali,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
mit,5,1,1.6094379124341003,0,0.0,0,0.0,5,8.047189562170502,0,0.0,0,0.0,0,0
"""work",10,1,1.6094379124341003,0,0.0,0,0.0,10,16.094379124341003,0,0.0,0,0.0,0,0
extent,5,1,1.6094379124341003,0,0.0,0,0.0,5,8.047189562170502,0,0.0,0,0.0,0,0
http://www.ibm.com,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
3.5,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
bloomberg,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
6.2,3,2,0.9162907318741551,0,0.0,0,0.0,2,1.8325814637483102,0,0.0,0,0.0,1,0.9162907318741551
individu,18,1,1.6094379124341003,0,0.0,0,0.0,18,28.969882423813804,0,0.0,0,0.0,0,0
debug,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
fail,2,1,1.6094379124341003,0,0.0,0,0.0,2,3.2188758248682006,0,0.0,0,0.0,0,0
hacker,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
name,16,2,0.9162907318741551,0,0.0,0,0.0,14,12.828070246238171,0,0.0,0,0.0,2,1.8325814637483102
c.f.r,5,1,1.6094379124341003,0,0.0,0,0.0,5,8.047189562170502,0,0.0,0,0.0,0,0
(ii),7,1,1.6094379124341003,0,0.0,0,0.0,7,11.266065387038703,0,0.0,0,0.0,0,0
xercesimpl-2.12.0.notic,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
otherwise),7,1,1.6094379124341003,0,0.0,0,0.0,7,11.266065387038703,0,0.0,0,0.0,0,0
commons-codec-1.15.notic,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
indemn,8,1,1.6094379124341003,0,0.0,0,0.0,8,12.875503299472802,0,0.0,0,0.0,0,0
widest,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
prospect,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
defect,3,1,1.6094379124341003,0,0.0,0,0.0,3,4.828313737302301,0,0.0,0,0.0,0,0
pose,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
accep,15,1,1.6094379124341003,0,0.0,0,0.0,15,24.141568686511505,0,0.0,0,0.0,0,0
1.6,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
frequent,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
restrict,11,1,1.6094379124341003,0,0.0,0,0.0,11,17.703817036775103,0,0.0,0,0.0,0,0
line,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
rare,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
(don't,5,1,1.6094379124341003,0,0.0,0,0.0,5,8.047189562170502,0,0.0,0,0.0,0,0
appendix,5,1,1.6094379124341003,0,0.0,0,0.0,5,8.047189562170502,0,0.0,0,0.0,0,0
mail,6,1,1.6094379124341003,0,0.0,0,0.0,6,9.656627474604601,0,0.0,0,0.0,0,0
regexutil.java,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
contribution(s),15,1,1.6094379124341003,0,0.0,0,0.0,15,24.141568686511505,0,0.0,0,0.0,0,0
contain,8,1,1.6094379124341003,0,0.0,0,0.0,8,12.875503299472802,0,0.0,0,0.0,0,0
oberhausen,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
fee,10,1,1.6094379124341003,0,0.0,0,0.0,10,16.094379124341003,0,0.0,0,0.0,0,0
malfunct,6,1,1.6094379124341003,0,0.0,0,0.0,6,9.656627474604601,0,0.0,0,0.0,0,0
things:,2,1,1.6094379124341003,0,0.0,0,0.0,2,3.2188758248682006,0,0.0,0,0.0,0,0
supplier,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
author>,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
smali-util-3.0.3.notic,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
refrain,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
recipi,11,1,1.6094379124341003,0,0.0,0,0.0,11,17.703817036775103,0,0.0,0,0.0,0,0
aix/pow,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
guarante,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
jetbrain,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
1.4,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
ownership,12,1,1.6094379124341003,0,0.0,0,0.0,12,19.313254949209202,0,0.0,0,0.0,0,0
submiss,5,1,1.6094379124341003,0,0.0,0,0.0,5,8.047189562170502,0,0.0,0,0.0,0,0
piec,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
consequ,3,1,1.6094379124341003,0,0.0,0,0.0,3,4.828313737302301,0,0.0,0,0.0,0,0
(other,2,1,1.6094379124341003,0,0.0,0,0.0,2,3.2188758248682006,0,0.0,0,0.0,0,0
person,22,3,0.5108256237659907,0,0.0,0,0.0,10,5.108256237659907,6,3.0649537425959443,6,3.0649537425959443,0,0
defend,5,1,1.6094379124341003,0,0.0,0,0.0,5,8.047189562170502,0,0.0,0,0.0,0,0
render,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
wide,5,4,0.22314355131420976,0,0.0,0,0.0,1,0.22314355131420976,1,0.22314355131420976,1,0.22314355131420976,2,0.44628710262841953
insist,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
editori,5,1,1.6094379124341003,0,0.0,0,0.0,5,8.047189562170502,0,0.0,0,0.0,0,0
lying,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
(http://www.apache.org/),1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
compel,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
http://www.apache.org/licenses/license-2.0,6,1,1.6094379124341003,0,0.0,0,0.0,6,9.656627474604601,0,0.0,0,0.0,0,0
revis,7,1,1.6094379124341003,0,0.0,0,0.0,7,11.266065387038703,0,0.0,0,0.0,0,0
hat,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
benefici,6,1,1.6094379124341003,0,0.0,0,0.0,6,9.656627474604601,0,0.0,0,0.0,0,0
bcprov-jdk15on-1.67.notic,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
risk,7,1,1.6094379124341003,0,0.0,0,0.0,7,11.266065387038703,0,0.0,0,0.0,0,0
storag,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
cross-claim,5,1,1.6094379124341003,0,0.0,0,0.0,5,8.047189562170502,0,0.0,0,0.0,0,0
"item,”",1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
absenc,2,1,1.6094379124341003,0,0.0,0,0.0,2,3.2188758248682006,0,0.0,0,0.0,0,0
customer',1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
cure,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
portion,22,1,1.6094379124341003,0,0.0,0,0.0,22,35.407634073550206,0,0.0,0,0.0,0,0
paramet,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
acts),5,1,1.6094379124341003,0,0.0,0,0.0,5,8.047189562170502,0,0.0,0,0.0,0,0
recompil,2,1,1.6094379124341003,0,0.0,0,0.0,2,3.2188758248682006,0,0.0,0,0.0,0,0
liabl,16,1,1.6094379124341003,0,0.0,0,0.0,16,25.751006598945605,0,0.0,0,0.0,0,0
data),1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
2),1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
(jonathan@hedley.net),1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
lin,13,1,1.6094379124341003,0,0.0,0,0.0,13,20.922692861643302,0,0.0,0,0.0,0,0
explain,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
transfer,6,1,1.6094379124341003,0,0.0,0,0.0,6,9.656627474604601,0,0.0,0,0.0,0,0
mar,9,3,0.5108256237659907,0,0.0,0,0.0,5,2.5541281188299534,2,1.0216512475319814,2,1.0216512475319814,0,0
1.8,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
percent,6,1,1.6094379124341003,0,0.0,0,0.0,6,9.656627474604601,0,0.0,0,0.0,0,0
reproduct,20,1,1.6094379124341003,0,0.0,0,0.0,20,32.18875824868201,0,0.0,0,0.0,0,0
wherewith,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
indirectli,5,1,1.6094379124341003,0,0.0,0,0.0,5,8.047189562170502,0,0.0,0,0.0,0,0
publish,7,1,1.6094379124341003,0,0.0,0,0.0,7,11.266065387038703,0,0.0,0,0.0,0,0
manner,2,2,0.9162907318741551,0,0.0,0,0.0,1,0.9162907318741551,0,0.0,0,0.0,1,0.9162907318741551
alias,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
3.2,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
(and,7,1,1.6094379124341003,0,0.0,0,0.0,7,11.266065387038703,0,0.0,0,0.0,0,0
work;,2,1,1.6094379124341003,0,0.0,0,0.0,2,3.2188758248682006,0,0.0,0,0.0,0,0
gcc,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
<one,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
============================================================,16,1,1.6094379124341003,0,0.0,0,0.0,16,25.751006598945605,0,0.0,0,0.0,0,0
greatest,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
concern,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
ty,2,1,1.6094379124341003,0,0.0,0,0.0,2,3.2188758248682006,0,0.0,0,0.0,0,0
library;,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
(independ,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
2.1,5,1,1.6094379124341003,0,0.0,0,0.0,5,8.047189562170502,0,0.0,0,0.0,0,0
issues),1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
promot,6,1,1.6094379124341003,0,0.0,0,0.0,6,9.656627474604601,0,0.0,0,0.0,0,0
"""copyright""",1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
common,11,2,0.9162907318741551,0,0.0,0,0.0,9,8.246616586867397,0,0.0,0,0.0,2,1.8325814637483102
notic,137,2,0.9162907318741551,0,0.0,0,0.0,136,124.6155395348851,0,0.0,0,0.0,1,0.9162907318741551
strategi,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
by:,2,1,1.6094379124341003,0,0.0,0,0.0,2,3.2188758248682006,0,0.0,0,0.0,0,0
1995),3,1,1.6094379124341003,0,0.0,0,0.0,3,4.828313737302301,0,0.0,0,0.0,0,0
(except,8,1,1.6094379124341003,0,0.0,0,0.0,8,12.875503299472802,0,0.0,0,0.0,0,0
rhld,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
gnu/linux,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
(a),11,1,1.6094379124341003,0,0.0,0,0.0,11,17.703817036775103,0,0.0,0,0.0,0,0
corpor,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
header,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
permit,20,1,1.6094379124341003,0,0.0,0,0.0,20,32.18875824868201,0,0.0,0,0.0,0,0
jna-platform-5.6.0.notic,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
"""thi",1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
assum,7,1,1.6094379124341003,0,0.0,0,0.0,7,11.266065387038703,0,0.0,0,0.0,0,0
volum,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
gson-2.10.notic,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
permiss,42,1,1.6094379124341003,0,0.0,0,0.0,42,67.5963923222322,0,0.0,0,0.0,0,0
injuri,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
warranti,69,1,1.6094379124341003,0,0.0,0,0.0,69,111.05121595795292,0,0.0,0,0.0,0,0
"""sourc",1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
true,4,2,0.9162907318741551,0,0.0,0,0.0,3,2.7488721956224653,0,0.0,0,0.0,1,0.9162907318741551
contest,2,1,1.6094379124341003,0,0.0,0,0.0,2,3.2188758248682006,0,0.0,0,0.0,0,0
trade,5,1,1.6094379124341003,0,0.0,0,0.0,5,8.047189562170502,0,0.0,0,0.0,0,0
2.1(a),1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
carri,6,1,1.6094379124341003,0,0.0,0,0.0,6,9.656627474604601,0,0.0,0,0.0,0,0
“licensable”,1,1,1.6094379124341003,0,0.0,0,0.0,1,1.6094379124341003,0,0.0,0,0.0,0,0
